crop,species,ECO_CODE,ECO_NAME,province,X,garden,variant,latitude,longitude,country,IUCNRedList,geometry,
Wheat,Elymus albicans,NA0808,Fescue-Mixed Grass Prairie,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus albicans,NA0811,Northern Tallgrass Prairie,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus albicans,NA0801,Aspen Parkland,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus albicans,NA0603,Boreal Plains,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus albicans,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus albicans,NA0808,Fescue-Mixed Grass Prairie,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0603,Boreal Plains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0603,Boreal Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus scribneri,NA0810,Northern Great Plains Steppe,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus scribneri,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0801,Aspen Parkland,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0810,Northern Great Plains Steppe,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0602,Boreal Cordillera,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0808,Fescue-Mixed Grass Prairie,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0610,Yukon Plateau And Flats,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0609,Western Taiga Shield,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0603,Boreal Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0604,Boreal Shield,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA1109,Taiga Cordillera,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA1109,Taiga Cordillera,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0603,Boreal Plains,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0404,Great Lakes,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0411,Northern Appalachian / Acadian,New Brunswick,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus macrourus,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0608,Taiga Plains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0604,Boreal Shield,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0606,Hudson Plains,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus lanceolatus,NA0602,Boreal Cordillera,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA1107,Northern Arctic,Nunavut,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0605,Eastern Taiga Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA1108,Southern Arctic,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0606,Hudson Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus elymoides,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0604,Boreal Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0606,Hudson Plains,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA1107,Northern Arctic,Nunavut,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA1107,Northern Arctic,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0608,Taiga Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0612,Alaska Range,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hop,Humulus lupulus,NA0801,Aspen Parkland,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0603,Boreal Plains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0603,Boreal Plains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus lanceolatus,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA1103,Arctic Cordillera,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0404,Great Lakes,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0604,Boreal Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0605,Eastern Taiga Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0604,Boreal Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Mint  Corn,Mentha canadensis,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hop,Humulus lupulus,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lupin,Lupinus polyphyllus,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0602,Boreal Cordillera,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus cinereus,NA0808,Fescue-Mixed Grass Prairie,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Mint  Corn,Mentha canadensis,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0605,Eastern Taiga Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA1108,Southern Arctic,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA1109,Taiga Cordillera,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0606,Hudson Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0609,Western Taiga Shield,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0603,Boreal Plains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0606,Hudson Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Drymocallis glandulosa,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA1103,Arctic Cordillera,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0610,Yukon Plateau And Flats,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0609,Western Taiga Shield,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0609,Western Taiga Shield,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0606,Hudson Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum capitatum,NA0801,Aspen Parkland,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Mint  Corn,Mentha canadensis,NA0603,Boreal Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hop,Humulus lupulus,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Quinoa,Chenopodium berlandieri,NA0811,Northern Tallgrass Prairie,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum capitatum,NA0418,Superior Mixed Forest,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Witch-Hazel,Hamamelis virginiana,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Magnolia,Magnolia acuminata,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hop,Humulus lupulus,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lupin,Lupinus polyphyllus,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus macrourus,NA1102,Alaska-Yukon Arctic,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Sunflower,Helianthus annuus,NA0810,Northern Great Plains Steppe,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0603,Boreal Plains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0810,Northern Great Plains Steppe,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Sunflower,Helianthus pauciflorus,NA0810,Northern Great Plains Steppe,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Rice,Zizania palustris,NA0417,St. Lawrence - Champlain Valley,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA1109,Taiga Cordillera,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA1109,Taiga Cordillera,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Quinoa,Chenopodium berlandieri,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum nuttallianum,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum capitatum,NA0603,Boreal Plains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum nuttallianum,NA0606,Hudson Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum capitatum,NA0609,Western Taiga Shield,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum capitatum,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Quinoa,Chenopodium berlandieri,NA0609,Western Taiga Shield,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA1108,Southern Arctic,Nunavut,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA1108,Southern Arctic,Nunavut,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA1108,Southern Arctic,Nunavut,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA1108,Southern Arctic,Nunavut,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum capitatum,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum capitatum,NA0801,Aspen Parkland,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lettuce,Lactuca tatarica,NA0811,Northern Tallgrass Prairie,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0811,Northern Tallgrass Prairie,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0603,Boreal Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA1108,Southern Arctic,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0811,Northern Tallgrass Prairie,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0603,Boreal Plains,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0418,Superior Mixed Forest,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0811,Northern Tallgrass Prairie,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0418,Superior Mixed Forest,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Quinoa,Chenopodium berlandieri,NA0404,Great Lakes,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hop,Humulus lupulus,NA0404,Great Lakes,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Witch-Hazel,Hamamelis virginiana,NA0404,Great Lakes,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Mint  Corn,Mentha canadensis,NA0604,Boreal Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0604,Boreal Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Mint  Corn,Mentha canadensis,NA0604,Boreal Shield,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0411,Northern Appalachian / Acadian,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Witch-Hazel,Hamamelis virginiana,NA0411,Northern Appalachian / Acadian,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Mint  Corn,Mentha canadensis,NA0411,Northern Appalachian / Acadian,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lupin,Lupinus polyphyllus,NA0604,Boreal Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus macrourus,NA1102,Alaska-Yukon Arctic,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0602,Boreal Cordillera,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0604,Boreal Shield,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Rice,Zizania palustris,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spiderwort,Tradescantia virginiana,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wild Rye,Elymus canadensis,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Mint  Corn,Mentha canadensis,NA0606,Hudson Plains,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0417,St. Lawrence - Champlain Valley,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0411,Northern Appalachian / Acadian,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0411,Northern Appalachian / Acadian,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lupin,Lupinus polyphyllus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Sunflower,Helianthus annuus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Drymocallis glandulosa,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus elymoides,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum capitatum,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus albicans,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus elymoides,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus lanceolatus,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Sunflower,Helianthus annuus,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry  Red,Rubus arcticus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus albicans,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA0608,Taiga Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0608,Taiga Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Drymocallis glandulosa,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lupin,Lupinus polyphyllus,NA0504,Canadian Rocky Mountains,British Columbia,358,UBC,pallidipes,50.916667,-118.833333,Canada,,c(-118.833333, 50.916667)
Wheat,Elymus lanceolatus,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus albicans,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus lanceolatus,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Leymus innovatus,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lupin,Lupinus polyphyllus,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Sunflower,Helianthus annuus,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Heal-All,Prunella vulgaris,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Sunflower,Helianthus annuus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hop,Humulus lupulus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus alaskanus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Spinach,Blitum nuttallianum,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Wheat,Elymus violaceus,NA0612,Alaska Range,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Quinoa,Chenopodium berlandieri,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Quinoa,Chenopodium desiccatum,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Comarum palustre,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Strawberry,Dasiphora fruticosa,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
