crop,species,ECO_CODE,ECO_NAME,province,X,garden,variant,latitude,longitude,country,IUCNRedList,geometry,
Blueberry,Vaccinium myrtilloides,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium oliganthum,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lingonberry,Vaccinium vitis-idaea,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cranberry,Vaccinium oxycoccos,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus pubescens,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium scoparium,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtilloides,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus parviflorus,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtillus,NA0504,Canadian Rocky Mountains,British Columbia,744,UBC,,49.666667,-114.816667,Canada,,c(-114.816667, 49.666667)
Vetch,Vicia americana,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus idaeus,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium microcephalum,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium cyathiferum,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus laciniatus,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Bilberry,Vaccinium cespitosum,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies lasiocarpa,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtilloides,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium ovalifolium,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium ovalifolium,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus racemosa,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies lasiocarpa,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus leucodermis,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies amabilis,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium ovalifolium,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium cyathiferum,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium oliganthum,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus idaeus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Bilberry,Vaccinium cespitosum,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus pedatus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus racemosa,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Bilberry,Vaccinium cespitosum,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer glabrum,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus parviflorus,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus laciniatus,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cranberry,Vaccinium oxycoccos,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtilloides,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lingonberry,Vaccinium vitis-idaea,NA0612,Alaska Range,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus idaeus,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lingonberry,Vaccinium vitis-idaea,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium scoparium,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus nivalis,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus chamaemorus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium uliginosum,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Bilberry,Vaccinium cespitosum,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium microdon,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus ursinus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cedar,Thuja plicata,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus leucodermis,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus spectabilis,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer macrophyllum,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus parviflorus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtilloides,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium parvifolium,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0612,Alaska Range,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cedar,Thuja plicata,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Taxus,Taxus brevifolia,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus laciniatus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium ovatum,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus chamaemorus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus pubescens,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium alaskaense,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Taxus,Taxus brevifolia,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus pubescens,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium uliginosum,NA0612,Alaska Range,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cranberry,Vaccinium oxycoccos,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer glabrum,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer glabrum,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium ovalifolium,NA0612,Alaska Range,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus idaeus,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Bilberry,Vaccinium cespitosum,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer rubrum,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer spicatum,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus parviflorus,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus racemosa,NA0418,Superior Mixed Forest,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtillus,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium cyathiferum,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus lasiococcus,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium microcephalum,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies amabilis,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,1,UBC,,55.1,-127.4,Canada,Least concern,c(-127.4, 55.1)
Elderberry,Sambucus racemosa,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus cerulea,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus ursinus,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus leucodermis,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus racemosa,NA0514,North Cascades,British Columbia,669,UBC, pubens,49.15994,-121.69026,Canada,,c(-121.69026, 49.15994)
Elderberry,Sambucus racemosa,NA0514,North Cascades,British Columbia,670,UBC, pubens,49.15994,-121.69026,Canada,,c(-121.69026, 49.15994)
Elderberry,Sambucus racemosa,NA0514,North Cascades,British Columbia,671,UBC, pubens,49.15994,-121.69026,Canada,,c(-121.69026, 49.15994)
Elderberry,Sambucus racemosa,NA0514,North Cascades,British Columbia,672,UBC, pubens,49.15994,-121.69026,Canada,,c(-121.69026, 49.15994)
Elderberry,Sambucus racemosa,NA0514,North Cascades,British Columbia,673,UBC, pubens,49.15994,-121.69026,Canada,,c(-121.69026, 49.15994)
Elderberry,Sambucus racemosa,NA0514,North Cascades,British Columbia,674,UBC, pubens,49.15994,-121.69026,Canada,,c(-121.69026, 49.15994)
Elderberry,Sambucus racemosa,NA0514,North Cascades,British Columbia,675,UBC, pubens,49.15994,-121.69026,Canada,,c(-121.69026, 49.15994)
Elderberry,Sambucus racemosa,NA0514,North Cascades,British Columbia,676,UBC, pubens,49.15994,-121.69026,Canada,,c(-121.69026, 49.15994)
Maple,Acer macrophyllum,NA0517,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus lasiococcus,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer glabrum,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cedar,Thuja plicata,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies grandis,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus cerulea,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium microdon,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium deliciosum,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus parviflorus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium microcephalum,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium microcephalum,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus leucodermis,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer macrophyllum,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium uliginosum,NA0608,Taiga Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium scoparium,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cranberry,Vaccinium oxycoccos,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtilloides,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus chamaemorus,NA0602,Boreal Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus spectabilis,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hemlock,Tsuga heterophylla,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus pedatus,NA0608,Taiga Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus chamaemorus,NA0608,Taiga Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus parviflorus,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium deliciosum,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtilloides,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus chamaemorus,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium microcephalum,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hemlock,Tsuga heterophylla,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cedar,Thuja plicata,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Hemlock,Tsuga heterophylla,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vetch,Vicia americana,NA0808,Fescue-Mixed Grass Prairie,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0801,Aspen Parkland,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus racemosa,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer negundo,NA0808,Fescue-Mixed Grass Prairie,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies lasiocarpa,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtillus,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus pedatus,NA0568,Okanagan,British Columbia,659,UBC,,49.30083,-120.837373,Canada,,c(-120.837373, 49.30083)
Hemlock,Tsuga heterophylla,NA0515,Pacific Northwest Coast,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus pubescens,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus spectabilis,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus pedatus,NA0514,North Cascades,British Columbia,657,UBC,,49.2175,-121.458611,Canada,,c(-121.458611, 49.2175)
Raspberry,Rubus pedatus,NA0514,North Cascades,British Columbia,660,UBC,,49.2175,-121.458611,Canada,,c(-121.458611, 49.2175)
Raspberry,Rubus pedatus,NA0514,North Cascades,British Columbia,661,UBC,,49.2175,-121.458611,Canada,,c(-121.458611, 49.2175)
Maple,Acer glabrum,NA0514,North Cascades,British Columbia,43,UBC,douglasii,50.267092,-122.879315,Canada,,c(-122.879315, 50.267092)
Maple,Acer glabrum,NA0514,North Cascades,British Columbia,46,UBC,douglasii,50.267092,-122.879315,Canada,,c(-122.879315, 50.267092)
Maple,Acer glabrum,NA0514,North Cascades,British Columbia,48,UBC,douglasii,49.34259,-121.4678,Canada,,c(-121.4678, 49.34259)
Maple,Acer glabrum,NA0514,North Cascades,British Columbia,50,UBC,douglasii,50.267092,-122.879315,Canada,,c(-122.879315, 50.267092)
Maple,Acer glabrum,NA0514,North Cascades,British Columbia,51,UBC,douglasii,50.267092,-122.879315,Canada,,c(-122.879315, 50.267092)
Maple,Acer glabrum,NA0514,North Cascades,British Columbia,56,UBC,douglasii,50.267092,-122.879315,Canada,,c(-122.879315, 50.267092)
Raspberry,Rubus idaeus,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Clover,Trifolium microdon,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Highbush cranberry,Viburnum edule,NA0602,Boreal Cordillera,Yukon,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus laciniatus,NA0518,S.E. Alaska - B.C. Coastal Forest And Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer negundo,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus parviflorus,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies grandis,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium parvifolium,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Taxus,Taxus brevifolia,NA0568,Okanagan,British Columbia,677,UBC,,49.52706,-120.90415,Canada,Near threatened,c(-120.90415, 49.52706)
Fir,Abies amabilis,NA0568,Okanagan,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies amabilis,NA0514,North Cascades,British Columbia,14,UBC,,49.48356,-123.56923,Canada,Least concern,c(-123.56923, 49.48356)
Fir,Abies lasiocarpa,NA0514,North Cascades,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium myrtilloides,NA0608,Taiga Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium uliginosum,NA0603,Boreal Plains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lingonberry,Vaccinium vitis-idaea,NA0504,Canadian Rocky Mountains,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer glabrum,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium uliginosum,NA0509,Gulf Of Alaska Mountains And Fjordlands,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium angustifolium,NA0411,Northern Appalachian / Acadian,Quebec,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus odoratus,NA0411,Northern Appalachian / Acadian,Nova Scotia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium uliginosum,NA0609,Western Taiga Shield,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Bilberry,Vaccinium cespitosum,NA0404,Great Lakes,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer negundo,NA0608,Taiga Plains,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer pensylvanicum,NA0411,Northern Appalachian / Acadian,Prince Edward Island,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer spicatum,NA0604,Boreal Shield,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lingonberry,Vaccinium vitis-idaea,NA0609,Western Taiga Shield,Manitoba,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Fir,Abies lasiocarpa,NA0504,Canadian Rocky Mountains,Alberta,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer spicatum,NA0513,Montane Cordillera,British Columbia,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium uliginosum,NA0609,Western Taiga Shield,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cedar,Thuja occidentalis,NA0417,St. Lawrence - Champlain Valley,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer macrophyllum,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry,Vaccinium uliginosum,NA0604,Boreal Shield,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus canadensis,NA0404,Great Lakes,Ontario,666,UBC,,43.151389,-79.154167,Canada,,c(-79.154167, 43.151389)
Elderberry,Sambucus canadensis,NA0404,Great Lakes,Ontario,668,UBC,,43.151389,-79.154167,Canada,,c(-79.154167, 43.151389)
Maple,Acer glabrum,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lingonberry,Vaccinium vitis-idaea,NA0604,Boreal Shield,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Raspberry,Rubus chamaemorus,NA1108,Southern Arctic,Northwest Territories,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Lingonberry,Vaccinium vitis-idaea,NA0411,Northern Appalachian / Acadian,Prince Edward Island,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer spicatum,NA0404,Great Lakes,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Blueberry  Highbush,Vaccinium boreale,NA0604,Boreal Shield,Newfoundland and Labrador,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Maple,Acer pensylvanicum,NA0604,Boreal Shield,Ontario,66,UBC,,46.904395,-80.081475,Canada,Least concern,c(-80.081475, 46.904395)
Highbush cranberry,Viburnum edule,NA0404,Great Lakes,Ontario,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Elderberry,Sambucus canadensis,NA0411,Northern Appalachian / Acadian,Nova Scotia,664,UBC,,44.8,-65.3,Canada,,c(-65.3, 44.8)
