Group,crop,garden,variant,latitude,longitude,country,IUCNRedList,ECO_CODE,province,geometry,
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,UBC,NA,43.657008,-80.294353,Canada,NA,NA0404,Ontario,c(-80.294353, 43.657008)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Sunflower,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Cereals,Barley,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Other Crops,Hop,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.18838178,-81.8675951,Canada,NA,NA0404,Ontario,c(-81.8675951, 43.18838178)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.05808778,-82.74515042,Canada,NA,NA0404,Ontario,c(-82.74515042, 42.05808778)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.05808778,-82.74515042,Canada,NA,NA0404,Ontario,c(-82.74515042, 42.05808778)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.05808778,-82.74515042,Canada,NA,NA0404,Ontario,c(-82.74515042, 42.05808778)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.18838178,-81.8675951,Canada,NA,NA0404,Ontario,c(-81.8675951, 43.18838178)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.05808778,-82.74515042,Canada,NA,NA0404,Ontario,c(-82.74515042, 42.05808778)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.18838178,-81.8675951,Canada,NA,NA0404,Ontario,c(-81.8675951, 43.18838178)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.05808778,-82.74515042,Canada,NA,NA0404,Ontario,c(-82.74515042, 42.05808778)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.05808778,-82.74515042,Canada,NA,NA0404,Ontario,c(-82.74515042, 42.05808778)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.18838178,-81.8675951,Canada,NA,NA0404,Ontario,c(-81.8675951, 43.18838178)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.2232233,-79.98907731,Canada,NA,NA0404,Ontario,c(-79.98907731, 43.2232233)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.2232233,-79.98907731,Canada,NA,NA0404,Ontario,c(-79.98907731, 43.2232233)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.2232233,-79.98907731,Canada,NA,NA0404,Ontario,c(-79.98907731, 43.2232233)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.18838178,-81.8675951,Canada,NA,NA0404,Ontario,c(-81.8675951, 43.18838178)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.2232233,-79.98907731,Canada,NA,NA0404,Ontario,c(-79.98907731, 43.2232233)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.2232233,-79.98907731,Canada,NA,NA0404,Ontario,c(-79.98907731, 43.2232233)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.2232233,-79.98907731,Canada,NA,NA0404,Ontario,c(-79.98907731, 43.2232233)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.18838178,-81.8675951,Canada,NA,NA0404,Ontario,c(-81.8675951, 43.18838178)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.5641,-81.624983,Canada,NA,NA0404,Ontario,c(-81.624983, 42.5641)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.18838178,-81.8675951,Canada,NA,NA0404,Ontario,c(-81.8675951, 43.18838178)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.18838178,-81.8675951,Canada,NA,NA0404,Ontario,c(-81.8675951, 43.18838178)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.2232233,-79.98907731,Canada,NA,NA0404,Ontario,c(-79.98907731, 43.2232233)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.2232233,-79.98907731,Canada,NA,NA0404,Ontario,c(-79.98907731, 43.2232233)
Treenuts,Walnut,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Treenuts,Walnut,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Treenuts,Walnut,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Treenuts,Walnut,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Treenuts,Walnut,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Treenuts,Walnut,UBC,NA,43.083611,-79.286944,Canada,NA,NA0404,Ontario,c(-79.286944, 43.083611)
Treenuts,Walnut,UBC,NA,42.632261,-81.777761,Canada,NA,NA0404,Ontario,c(-81.777761, 42.632261)
Treenuts,Walnut,UBC,NA,43.083611,-79.286944,Canada,NA,NA0404,Ontario,c(-79.286944, 43.083611)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.1209944,-83.07712394,Canada,NA,NA0404,Ontario,c(-83.07712394, 42.1209944)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.1209944,-83.07712394,Canada,NA,NA0404,Ontario,c(-83.07712394, 42.1209944)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.1209944,-83.07712394,Canada,NA,NA0404,Ontario,c(-83.07712394, 42.1209944)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.1209944,-83.07712394,Canada,NA,NA0404,Ontario,c(-83.07712394, 42.1209944)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.1209944,-83.07712394,Canada,NA,NA0404,Ontario,c(-83.07712394, 42.1209944)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.01015687,-82.87184508,Canada,NA,NA0404,Ontario,c(-82.87184508, 42.01015687)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.14176072,-81.54229669,Canada,NA,NA0404,Ontario,c(-81.54229669, 43.14176072)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.01015687,-82.87184508,Canada,NA,NA0404,Ontario,c(-82.87184508, 42.01015687)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.01015687,-82.87184508,Canada,NA,NA0404,Ontario,c(-82.87184508, 42.01015687)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.14557142,-79.11846591,Canada,NA,NA0404,Ontario,c(-79.11846591, 43.14557142)
Treenuts,Walnut,University of Guelph Arboretum,NA,43.14176072,-81.54229669,Canada,NA,NA0404,Ontario,c(-81.54229669, 43.14176072)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.01015687,-82.87184508,Canada,NA,NA0404,Ontario,c(-82.87184508, 42.01015687)
Treenuts,Walnut,University of Guelph Arboretum,NA,42.1209944,-83.07712394,Canada,NA,NA0404,Ontario,c(-83.07712394, 42.1209944)
Vegetables,Lettuce,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Vegetables,Lettuce,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,46.50668735,-79.15567383,Canada,NA,NA0604,Ontario,c(-79.15567383, 46.50668735)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,University of Guelph Arboretum,NA,44.87056659,-76.71281859,Canada,NA,NA0604,Ontario,c(-76.71281859, 44.87056659)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,UBC,NA,44.176667,-78.596667,Canada,Least concern,NA0404,Ontario,c(-78.596667, 44.176667)
Trees,Larch,UBC,NA,44.176667,-78.596667,Canada,Least concern,NA0404,Ontario,c(-78.596667, 44.176667)
Trees,Larch,UBC,NA,44.176667,-78.596667,Canada,Least concern,NA0404,Ontario,c(-78.596667, 44.176667)
Trees,Larch,UBC,NA,44.176667,-78.596667,Canada,Least concern,NA0404,Ontario,c(-78.596667, 44.176667)
Trees,Larch,UBC,NA,44.176667,-78.596667,Canada,Least concern,NA0404,Ontario,c(-78.596667, 44.176667)
Trees,Larch,UBC,NA,44.176667,-78.596667,Canada,Least concern,NA0404,Ontario,c(-78.596667, 44.176667)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,UBC,NA,50.12,-118.31,Canada,Least concern,NA0568,British Columbia,c(-118.31, 50.12)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Trees,Larch,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Legumes,Lathyrus,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Legumes,Lathyrus,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
Legumes,Lathyrus,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
